Link ID,Body size reference,Body size methodology,mass.units,length.units,Taxonomy consumer,Lifestage consumer,Common name(s) consumer,Metabolic category consumer,Type of feeding interaction,Minimum length (m) consumer,Mean length (m) consumer,Maximum length (m) consumer,Minimum mass (g) consumer,Mean mass (g) consumer,Maximum mass (g) consumer,Taxonomy resource,Lifestage - resource,Common name(s) resource,Metabolic category resource,Minimum length (m) resource,Mean length (m) resource,Maximum length (m) resource,Minimum mass (g) resource,Mean mass (g) resource,Maximum mass (g) resource,Consumer/resource body mass ratio,Notes
1263,"Dell, unpublished",published account,g,m,Boiga irregularis,adults,Brown Tree Snake,ectotherm vertebrate,predacious,NA,1.4,2,NA,NA,NA,Litoria rothi,adults,Red-eyed Treefrog,ectotherm vertebrate,NA,0.055,NA,NA,NA,NA,132.4907246,NA
1264,"Dell, unpublished",published account,g,m,Boiga irregularis,adults,Brown Tree Snake,ectotherm vertebrate,predacious,NA,1.4,2,NA,NA,NA,Litoria rubella,adults,Naked Treefrog,ectotherm vertebrate,NA,0.035,NA,NA,NA,NA,573.03365,NA
1265,"Dell, unpublished",published account,g,m,Boiga irregularis,adults,Brown Tree Snake,ectotherm vertebrate,predacious,NA,1.4,2,NA,NA,NA,Limnodynastes ornatus,adults,Ornate Burrowing-frog,ectotherm vertebrate,NA,0.045,NA,NA,NA,NA,253.8353157,NA
1266,"Dell, unpublished",published account,g,m,Boiga irregularis,adults,Brown Tree Snake,ectotherm vertebrate,predacious,NA,1.4,2,NA,NA,NA,Limnodynastes tasmaniensis,adults,Spotted Marshfrog,ectotherm vertebrate,NA,0.045,NA,NA,NA,NA,253.8353157,NA
1267,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Cyclorana brevipes,adults,Superb Collared-frog,ectotherm vertebrate,NA,0.045,NA,NA,NA,NA,159.3575852,NA
1268,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,NA,0.1,NA,NA,NA,NA,11.98895374,NA
1269,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,NA,0.065,NA,NA,NA,NA,48.41077209,NA
1270,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria caerulea,adults,Green Treefrog,ectotherm vertebrate,NA,0.1,NA,NA,NA,NA,11.98895374,NA
1271,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria fallax,adults,Eastern Sedgefrog ,ectotherm vertebrate,NA,0.025,NA,NA,NA,NA,1070.177107,NA
1272,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria gracilenta,adults,Gracefull Treefrog,ectotherm vertebrate,NA,0.045,NA,NA,NA,NA,159.3575852,NA
1273,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria inermis,adults,Bumpy Rocketfrog,ectotherm vertebrate,NA,0.035,NA,NA,NA,NA,359.7500152,NA
1274,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria lesueuri,adults,Stony-creek frog,ectotherm vertebrate,NA,0.07,NA,NA,NA,NA,38.07707987,NA
1275,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria nasuta,adults,Striped Rocketfrog,ectotherm vertebrate,NA,0.05,NA,NA,NA,NA,113.2709311,NA
1276,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria rothi,adults,Red-eyed Treefrog,ectotherm vertebrate,NA,0.055,NA,NA,NA,NA,83.17755893,NA
1277,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Litoria rubella,adults,Naked Treefrog,ectotherm vertebrate,NA,0.035,NA,NA,NA,NA,359.7500152,NA
1278,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Limnodynastes ornatus,adults,Ornate Burrowing-frog,ectotherm vertebrate,NA,0.045,NA,NA,NA,NA,159.3575852,NA
1279,"Dell, unpublished",published account,g,m,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,predacious,NA,1.2,2,NA,NA,NA,Limnodynastes tasmaniensis,adults,Spotted Marshfrog,ectotherm vertebrate,NA,0.045,NA,NA,NA,NA,159.3575852,NA
1280,"Dell, unpublished",published account,g,m,Pseudonaja textilis,juveniles,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,0.19,NA,NA,NA,NA,Carlia jarnoldae,adults,Lined Rainbow-skink,ectotherm vertebrate,NA,0.04,NA,NA,NA,NA,2.499606042,NA
1281,"Dell, unpublished",published account,g,m,Pseudonaja textilis,juveniles,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,0.19,NA,NA,NA,NA,Carlia munda,adults,Shaded-litter Rainbow-skink,ectotherm vertebrate,NA,0.04,NA,NA,NA,NA,2.499606042,NA
1282,"Dell, unpublished",published account,g,m,Pseudonaja textilis,juveniles,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,0.19,NA,NA,NA,NA,Carlia pectoralis,adults,Open-litter Rainbow-skink,ectotherm vertebrate,NA,0.05,NA,NA,NA,NA,1.285522632,NA
1283,"Dell, unpublished",published account,g,m,Pseudonaja textilis,juveniles,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,0.19,NA,NA,NA,NA,Carlia schmeltzii,adults,Robust Rainbow-skink,ectotherm vertebrate,NA,0.05,NA,NA,NA,NA,1.285522632,NA
1284,"Dell, unpublished",published account,g,m,Pseudonaja textilis,juveniles,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,0.19,NA,NA,NA,NA,Cryptoblepharus plagiocephalus,adults,Callose-palmed Shinning-skink,ectotherm vertebrate,NA,0.045,NA,NA,NA,NA,1.759693577,NA
1285,"Dell, unpublished",published account,g,m,Pseudonaja textilis,juveniles,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,0.19,NA,NA,NA,NA,Cryptoblepharus virgatus,adults,Cream-striped Shinning-skink,ectotherm vertebrate,NA,0.04,NA,NA,NA,NA,2.499606042,NA
1286,"Dell, unpublished",published account,g,m,Pseudonaja textilis,juveniles,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,0.19,NA,NA,NA,NA,Ctenotus taeniolatus,adults,Copper-tailed Skink ,ectotherm vertebrate,NA,0.08,NA,NA,NA,NA,0.316812405,NA
1287,"Dell, unpublished",published account,g,m,Pseudonaja textilis,juveniles,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,0.19,NA,NA,NA,NA,Morethia taeniopleura,adults,North-eastern Firetail Skink ,ectotherm vertebrate,NA,0.035,NA,NA,NA,NA,3.721239034,NA
1288,"Dell, unpublished",published account,g,m,Pseudonaja textilis,adults,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,1.5,NA,NA,NA,NA,Pseudonaja textilis,adults,Eastern Brown Snake,ectotherm vertebrate,NA,0.75,1.5,NA,NA,NA,8.111675838,NA
1289,"Dell, unpublished",published account,g,m,Pseudonaja textilis,adults,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,1.5,NA,NA,NA,NA,Dendrelaphis punctulatus,adults,Common tree snake,ectotherm vertebrate,NA,1.2,2,NA,NA,NA,1.961861024,NA
1290,"Dell, unpublished",published account,g,m,Pseudonaja textilis,adults,Eastern Brown Snake,ectotherm vertebrate,predacious,NA,1.5,NA,NA,NA,NA,Demansia vestigiata,adults,Black Whip snake,ectotherm vertebrate,NA,1,NA,NA,NA,NA,3.402480167,NA
1291,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Carlia jarnoldae,adults,Lined Rainbow-skink,ectotherm vertebrate,NA,0.04,NA,NA,NA,NA,158.023147,NA
1292,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Carlia munda,adults,Shaded-litter Rainbow-skink,ectotherm vertebrate,NA,0.04,NA,NA,NA,NA,158.023147,NA
1293,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Carlia pectoralis,adults,Open-litter Rainbow-skink,ectotherm vertebrate,NA,0.05,NA,NA,NA,NA,81.26973949,NA
1294,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Carlia schmeltzii,adults,Robust Rainbow-skink,ectotherm vertebrate,NA,0.05,NA,NA,NA,NA,81.26973949,NA
1295,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Cryptoblepharus plagiocephalus,adults,Callose-palmed Shinning-skink,ectotherm vertebrate,NA,0.045,NA,NA,NA,NA,111.2464573,NA
1296,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Cryptoblepharus virgatus,adults,Cream-striped Shinning-skink,ectotherm vertebrate,NA,0.04,NA,NA,NA,NA,158.023147,NA
1297,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Ctenotus taeniolatus,adults,Copper-tailed Skink ,ectotherm vertebrate,NA,0.08,NA,NA,NA,NA,20.02863349,NA
1298,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Morethia taeniopleura,adults,North-eastern Firetail Skink ,ectotherm vertebrate,NA,0.035,NA,NA,NA,NA,235.2538331,NA
1299,"Dell, unpublished",published account,g,m,Antaresia maculosa,adults,Spotted Python,ectotherm vertebrate,predacious,NA,0.75,1,NA,NA,NA,Isoodon macrourus,juveniles,Northern Brown Bandicoot,endotherm vertebrate,0.3,0.35,0.4,NA,NA,NA,0.230666175,mean length resource assumed to be equal to (maximum + minimum length) / 2
1300,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Lycosa spp.,adults,Wolf spider,invertebrate,NA,0.02,NA,NA,NA,NA,1244.609161,NA
1301,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Salticidae,adults,Jumping spider,invertebrate,NA,0.008,NA,NA,NA,NA,13728.90235,NA
1302,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Balta sp.,adults,Cockroach,invertebrate,NA,0.015,NA,NA,NA,NA,2644.676056,NA
1303,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Isoptera,adults,Termites,invertebrate,0.003,0.0105,0.018,NA,NA,NA,6733.108586,NA
1304,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Oligochaetae,adults,Earthworm,invertebrate,NA,0.05,NA,NA,NA,NA,112.8314504,NA
1305,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Amorphoscelidae,adults,Preying Mantids,invertebrate,NA,0.025,NA,NA,NA,NA,693.6314229,NA
1306,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Phasmatodea,adults,Stick insect,invertebrate,NA,0.12,NA,NA,NA,NA,11.38352374,NA
1307,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Teleogryllus sp.,adults,Black field Cricket,invertebrate,NA,0.03,NA,NA,NA,NA,430.2034558,NA
1308,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Gryllotalpa sp.,adults,Mole cricket,invertebrate,NA,0.035,NA,NA,NA,NA,287.2587762,NA
1309,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Nunkeria sp.,adults,Cricket,invertebrate,NA,0.03,NA,NA,NA,NA,430.2034558,NA
1310,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Urnisiella sp.,adults,Sand grasshopper,invertebrate,NA,0.028,NA,NA,NA,NA,515.4393135,NA
1311,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Tetrigidae,adults,Pygmy grasshopper,invertebrate,NA,0.012,NA,NA,NA,NA,4745.442521,NA
1312,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Cicadidae,adults,Cicada,invertebrate,NA,0.03,NA,NA,NA,NA,430.2034558,NA
1313,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Carabidae,adults,Ground Beetle,invertebrate,NA,0.017,NA,NA,NA,NA,1905.265081,NA
1314,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Pinophilus sp.,adults,Rove Beetle,invertebrate,NA,0.013,NA,NA,NA,NA,3847.68933,NA
1315,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Cerambycidae,adults,Longicorn Beetle,invertebrate,NA,0.04,NA,NA,NA,NA,202.4577494,NA
1316,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Tipulidae,adults,Crane Flies,invertebrate,NA,0.035,NA,NA,NA,NA,287.2587762,NA
1317,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Asilidae,adults,Robber Flies,invertebrate,NA,0.02,NA,NA,NA,NA,1244.609161,NA
1318,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Calliphoridae,adults,Blowfly,invertebrate,NA,0.016,NA,NA,NA,NA,2233.249408,NA
1319,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Formicidae,adults,Ants,invertebrate,NA,0.012,NA,NA,NA,NA,4745.442521,NA
1320,"Dell, unpublished",published account,g,m,Bufo marinus,adults,Cane Toad,ectotherm vertebrate,predacious,NA,0.15,NA,NA,NA,NA,Glossata,adults,Moth,invertebrate,NA,0.013,NA,NA,NA,NA,3847.68933,NA
1321,"Dell, unpublished",published account,g,m,Cyclorana brevipes,adults,Superb Collared-frog,ectotherm vertebrate,predacious,NA,0.045,NA,NA,NA,NA,Isoptera,adults,Termites,invertebrate,0.003,0.0105,0.018,NA,NA,NA,136.1722093,NA
1322,"Dell, unpublished",published account,g,m,Cyclorana brevipes,adults,Superb Collared-frog,ectotherm vertebrate,predacious,NA,0.045,NA,NA,NA,NA,Tetrigidae,adults,Pygmy grasshopper,invertebrate,NA,0.012,NA,NA,NA,NA,95.97311318,NA
1323,"Dell, unpublished",published account,g,m,Cyclorana brevipes,adults,Superb Collared-frog,ectotherm vertebrate,predacious,NA,0.045,NA,NA,NA,NA,Carabidae,adults,Ground Beetle,invertebrate,NA,0.017,NA,NA,NA,NA,38.53259638,NA
1324,"Dell, unpublished",published account,g,m,Cyclorana brevipes,adults,Superb Collared-frog,ectotherm vertebrate,predacious,NA,0.045,NA,NA,NA,NA,Pinophilus sp.,adults,Rove Beetle,invertebrate,NA,0.013,NA,NA,NA,NA,77.81670981,NA
1325,"Dell, unpublished",published account,g,m,Cyclorana brevipes,adults,Superb Collared-frog,ectotherm vertebrate,predacious,NA,0.045,NA,NA,NA,NA,Calliphoridae,adults,Blowfly,invertebrate,NA,0.016,NA,NA,NA,NA,45.16584011,NA
1326,"Dell, unpublished",published account,g,m,Cyclorana brevipes,adults,Superb Collared-frog,ectotherm vertebrate,predacious,NA,0.045,NA,NA,NA,NA,Formicidae,adults,Ants,invertebrate,NA,0.012,NA,NA,NA,NA,95.97311318,NA
1327,"Dell, unpublished",published account,g,m,Cyclorana brevipes,adults,Superb Collared-frog,ectotherm vertebrate,predacious,NA,0.045,NA,NA,NA,NA,Glossata,adults,Moth,invertebrate,NA,0.013,NA,NA,NA,NA,77.81670981,NA
1328,"Dell, unpublished",published account,g,m,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Salticidae,adults,Jumping spider,invertebrate,NA,0.008,NA,NA,NA,NA,3690.626848,NA
1329,"Dell, unpublished",published account,g,m,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Isoptera,adults,Termites,invertebrate,0.003,0.0105,0.018,NA,NA,NA,1810.005686,NA
1330,"Dell, unpublished",published account,g,m,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Tetrigidae,adults,Pygmy grasshopper,invertebrate,NA,0.012,NA,NA,NA,NA,1275.677918,NA
1331,"Dell, unpublished",published account,g,m,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Carabidae,adults,Ground Beetle,invertebrate,NA,0.017,NA,NA,NA,NA,512.1765952,NA
1332,"Dell, unpublished",published account,g,m,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Pinophilus sp.,adults,Rove Beetle,invertebrate,NA,0.013,NA,NA,NA,NA,1034.342381,NA
1333,"Dell, unpublished",published account,g,m,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Calliphoridae,adults,Blowfly,invertebrate,NA,0.016,NA,NA,NA,NA,600.3458988,NA
1334,"Dell, unpublished",published account,g,m,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Formicidae,adults,Ants,invertebrate,NA,0.012,NA,NA,NA,NA,1275.677918,NA
1335,"Dell, unpublished",published account,g,m,Cyclorana novaehollandiae,adults,Eastern Snapping-frog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Glossata,adults,Moth,invertebrate,NA,0.013,NA,NA,NA,NA,1034.342381,NA
1336,"Dell, unpublished",published account,g,m,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,predacious,NA,0.065,NA,NA,NA,NA,Salticidae,adults,Jumping spider,invertebrate,NA,0.008,NA,NA,NA,NA,913.985724,NA
1337,"Dell, unpublished",published account,g,m,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,predacious,NA,0.065,NA,NA,NA,NA,Isoptera,adults,Termites,invertebrate,0.003,0.0105,0.018,NA,NA,NA,448.2488816,NA
1338,"Dell, unpublished",published account,g,m,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,predacious,NA,0.065,NA,NA,NA,NA,Tetrigidae,adults,Pygmy grasshopper,invertebrate,NA,0.012,NA,NA,NA,NA,315.9223226,NA
1339,"Dell, unpublished",published account,g,m,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,predacious,NA,0.065,NA,NA,NA,NA,Carabidae,adults,Ground Beetle,invertebrate,NA,0.017,NA,NA,NA,NA,126.8408093,NA
1340,"Dell, unpublished",published account,g,m,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,predacious,NA,0.065,NA,NA,NA,NA,Pinophilus sp.,adults,Rove Beetle,invertebrate,NA,0.013,NA,NA,NA,NA,256.1554469,NA
1341,"Dell, unpublished",published account,g,m,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,predacious,NA,0.065,NA,NA,NA,NA,Calliphoridae,adults,Blowfly,invertebrate,NA,0.016,NA,NA,NA,NA,148.6759847,NA
1342,"Dell, unpublished",published account,g,m,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,predacious,NA,0.065,NA,NA,NA,NA,Formicidae,adults,Ants,invertebrate,NA,0.012,NA,NA,NA,NA,315.9223226,NA
1343,"Dell, unpublished",published account,g,m,Litoria alboguttata,adults,Greenstripe Frog,ectotherm vertebrate,predacious,NA,0.065,NA,NA,NA,NA,Glossata,adults,Moth,invertebrate,NA,0.013,NA,NA,NA,NA,256.1554469,NA
1344,"Dell, unpublished",published account,g,m,Litoria caerulea,adults,Green Treefrog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Salticidae,adults,Jumping spider,invertebrate,NA,0.008,NA,NA,NA,NA,3690.626848,NA
1345,"Dell, unpublished",published account,g,m,Litoria caerulea,adults,Green Treefrog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Tetrigidae,adults,Pygmy grasshopper,invertebrate,NA,0.012,NA,NA,NA,NA,1275.677918,NA
1346,"Dell, unpublished",published account,g,m,Litoria caerulea,adults,Green Treefrog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Carabidae,adults,Ground Beetle,invertebrate,NA,0.017,NA,NA,NA,NA,512.1765952,NA
1347,"Dell, unpublished",published account,g,m,Litoria caerulea,adults,Green Treefrog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Pinophilus sp.,adults,Rove Beetle,invertebrate,NA,0.013,NA,NA,NA,NA,1034.342381,NA
1348,"Dell, unpublished",published account,g,m,Litoria caerulea,adults,Green Treefrog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Calliphoridae,adults,Blowfly,invertebrate,NA,0.016,NA,NA,NA,NA,600.3458988,NA
1349,"Dell, unpublished",published account,g,m,Litoria caerulea,adults,Green Treefrog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Formicidae,adults,Ants,invertebrate,NA,0.012,NA,NA,NA,NA,1275.677918,NA
1350,"Dell, unpublished",published account,g,m,Litoria caerulea,adults,Green Treefrog,ectotherm vertebrate,predacious,NA,0.1,NA,NA,NA,NA,Glossata,adults,Moth,invertebrate,NA,0.013,NA,NA,NA,NA,1034.342381,NA
1351,"Dell, unpublished",published account,g,m,Litoria fallax,adults,Eastern Sedgefrog ,ectotherm vertebrate,predacious,NA,0.025,NA,NA,NA,NA,Salticidae,adults,Jumping spider,invertebrate,NA,0.008,NA,NA,NA,NA,41.34526358,NA
1352,"Dell, unpublished",published account,g,m,Litoria fallax,adults,Eastern Sedgefrog ,ectotherm vertebrate,predacious,NA,0.025,NA,NA,NA,NA,Isoptera,adults,Termites,invertebrate,0.003,0.0105,0.018,NA,NA,NA,20.27708713,NA
1353,"Dell, unpublished",published account,g,m,Litoria fallax,adults,Eastern Sedgefrog ,ectotherm vertebrate,predacious,NA,0.025,NA,NA,NA,NA,Pinophilus sp.,adults,Rove Beetle,invertebrate,NA,0.013,NA,NA,NA,NA,11.58750535,NA
